               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 142,             0.03571,             0.13013,           0.0041977,             0.71798,             0.65879,             0.68772,             0.28664,            0.050684,             0.14151,           0.0078396,           0.0059235,           0.0059235,           0.0059235
                 143,            0.036275,             0.13411,           0.0041203,             0.64678,             0.69054,             0.70022,             0.35832,            0.043825,             0.13554,            0.011161,           0.0058766,           0.0058766,           0.0058766
                 144,            0.035834,             0.12827,            0.003859,             0.62707,             0.66296,             0.66061,             0.32595,            0.048084,             0.14064,            0.010856,           0.0058296,           0.0058296,           0.0058296
                 145,             0.03579,             0.13242,           0.0040211,             0.69417,             0.68867,             0.71751,             0.34574,            0.047584,             0.13709,           0.0093311,           0.0057826,           0.0057826,           0.0057826
                 146,            0.035447,             0.13047,           0.0037573,             0.64079,             0.72725,             0.71582,             0.30939,            0.050141,             0.13522,           0.0075718,           0.0057355,           0.0057355,           0.0057355
                 147,             0.03596,             0.12775,           0.0038015,             0.66423,             0.70541,              0.7261,             0.38089,            0.042903,             0.13217,            0.010541,           0.0056884,           0.0056884,           0.0056884
                 148,            0.035413,              0.1288,           0.0040914,             0.67326,             0.68305,             0.69913,             0.38093,            0.040593,             0.13384,            0.010639,           0.0056413,           0.0056413,           0.0056413
                 149,            0.035293,             0.12629,           0.0039579,             0.66776,              0.7083,              0.7182,             0.36158,            0.046316,             0.13885,           0.0091531,           0.0055942,           0.0055942,           0.0055942
                 150,            0.035061,             0.12487,           0.0038421,             0.67535,             0.69449,             0.70481,             0.35375,            0.044703,             0.14052,           0.0099636,           0.0055471,           0.0055471,           0.0055471
                 151,            0.035037,             0.12565,           0.0040765,             0.69601,             0.70377,             0.70736,             0.31319,            0.049087,             0.14191,           0.0087214,              0.0055,              0.0055,              0.0055
                 152,             0.03509,             0.12818,           0.0039648,             0.68817,             0.67674,             0.70406,             0.34585,            0.046403,             0.13819,           0.0091297,           0.0054529,           0.0054529,           0.0054529
